Year,Revenue,Profit,TotalAssets,TotalLiabilities,Equity,TotalDebt,DebtEquityRatio,NetProfitMargin,ROA,RevenueGrowth,ProfitGrowth
2023,2023.0,31.0,,,,,,1.532377656945131,,,
2024,2024.0,31.0,,,,,,1.5316205533596838,,0.04943153732082095,0.0
2025,,31.0,,,,,,,,,0.0
