"Depreciation charge of right-of-use assets
Interest expense (included in finance costs) [Refer note 36]
Expenses related to short term leases [Refer note 35]","61.45
80.55
23.29","21.17
48.31
22.66","179.52
9 0.38
35.54","54.57
46.18
41.36","2 9.44
29.96
24.91"
Total,1 65.29,92.14,305.44,142.11,84.31
