Sr. No.,"Name of the
Company/LLP",Security,Rate of interest,Terms of repayment,"As at
30th September, 2025","As at
30th September, 2024","As at 31st March, 2025","As at 31st March, 2024","As at 31st March, 2023"
16,"Clean Max Enviro Energy
Solutions Limited","1. A first charge by way of hypothecation of all the movable fixed assets of the Borrower pertaining to the Project (present and future);
2. A first charge by way of hypothecation on all current assets of the Borrower pertaining to the Project (present and future) including but not limited to Project’s book debts, operating cash flows, receivables, commissions, revenues of whatsoever nature and wherever
arising, as well as intangibles and goodwill in relation to the Project;
3. A first charge by way of hypothecation of all the rights, title, interest, benefits, claims and demands whatsoever of the Borrower pertaining to the Project (present and future) in (a) Project Agreements (including but not limited to EPC Contracts, Power Purchase
Agreement (PPA), insurance contracts) as amended, varied or supplemented from time to time; (b) claims and demands whatsoever of the Borrower in the permits, approvals and Clearances pertaining to the Project, subject to Applicable Law and (c) any letter of credit,
guarantee, performance bond, corporate guarantee, bank guarantee provided by any party to the Project Agreements pertaining to the Project d) All insurance contracts / polices / insurance proceeds pertaining to the Project.;
4. A first charge by way of hypothecation on intangible assets of the Borrower pertaining to the Project;
5. A first charge by way of hypothecation on all the Borrower’s bank accounts pertaining to the Project (present and future) including but not limited to the Trust and Retention Account (TRA), Debt Service Reserve Account and other reserves and any other bank
accounts of the Borrower maintained for the Project; etc;","ROI is equal to LTPLR plus
1.20% p.m. floating rate.","Repayment of the facility in 43 structured
quarterly instalments starting from March
2026 to September 2036",71.60,-,-,-,-
17,"Clean Max Power Project
Private Limited","1.Afirstchargebywayofmortgage,inaformandmanneracceptabletotheLenders,overalltheimmovablepropertiesandassetsoftheBorrowerincludingtheProjectSiteexcepttheadditionallandinthecompanyhousingadditional24MWcapacityprojectofwhich
16.0 MW capacity project sold to third party investors and 8.0 MW capacity project under parent company, both present and future, together with all building and structures together with all appurtenances thereon and thereunder, both present and future;
2.afirstchargebywayofhypothecationoverallmovablepropertiesandassets,includingplantandmachinery,machineryspares,toolsandaccessories,furniture,fixtures,vehiclesandallothermovableassetsoftheBorrower,currentandfuture,oftheProject
3.a first charge on all the current assets including but not limited to book debts, operating cash flows, receivables, commissions, revenues of whatsoever nature and wherever arising, current
and future, pertaining to the Project, of the Borrower; a first charge on all the bank accounts of the Borrower
pertaining to the Project, including but not limited to the Trust and Retention Account and all the sub-accounts thereunder;
5. a first charge on all of the Borrower's intangible assets, bothpresent and future, including goodwill, intellectual propertyrights, uncalled capital and undertakings, present and future,relating to the Project;
6.afirstchargebywayofassignmentcumchargeofallrights,titles,interests,benefits,claimsanddemandswhatsoeveroftheBorrower(bothpresentandfuture); 7.firstchargeandpledgeof51%ofthefullypaidupshare
capital of the Borrower (free from all restrictive covenants, lien or otherSecurity Interest under any contract, arrangement or agreement including but not limited to any shareholders agreement (if any), In demat form, together with all accretions thereon, present and future;","ROI is fixed for a period of 5
years from the date of
disbursement and shall be
reset for every 5 years
thereafter","Repayable in 59 Quarterly Instalments
starting from December 2019 to March
2034.",539.81,628.25,585.13,670.87,754.10
18,"Clean Max IPP2 Private
Limited","1.afirstmortgageandchargeonalltheBorrower’simmovablepropertiesincludingleaseholdland,Projectlands,bothpresentandfuturepertainingtotheProjects,bywayofanequitable/registeredmortgageordepositoflandleasedeeds,asapplicable,asadvisedbythe
Lender’s Legal Counsel (LLC);
2. a first charge by way of hypothecation over all movable properties and assets, including plant and machinery, machinery spares, tools and accessories, furniture, fixtures, vehicles and all other movable assets of the Borrower, current and future, of the Project;
3. a first charge on all the current assets including but not limited to book debts, operating cash flows, receivables, commissions, revenues of whatsoever nature and wherever arising, current and future, pertaining to the Project, of the Borrower;
4.afirstchargeonallthebankaccountsoftheBorrowerpertainingtotheProject,includingbutnotlimitedtotheTrustandRetentionAccountandallthesub-accountsthereunder;5.afirstchargeonalloftheBorrower’sintangibleassets,bothpresentandfuture,
including goodwill, intellectual property rights, uncalledcapital and undertakings, present and future, relating to the Project
6. a first charge by way of assignment cum charge of all rights, titles, interests, benefits, claims and demands whatsoever of the Borrower (both present and future);
7.firstchargeandpledgeof51%ofthefullypaidupsharecapitaloftheBorrower(freefromallrestrictivecovenants,lienorotherSecurityInterestunderanycontract,arrangementoragreementincludingbutnotlimitedtoanyshareholdersagreement(ifany),indemat
form, together with all accretions thereon, present and future;
8. Pledge over any CCD/OCD/Preference shares/sub debt or by whatever name called and infused by Sponsor/ Promoter, if any, and forming part of capital structure.
9.TheGuarantori.e.CleanMaxEnviroEnergySolutionsLimited(FormerlyknownasCleanMaxEnviroEnergySolutionsPrivateLimited)unconditionallyandirrevocablyguaranteestheBorrower'sperformanceandcompliancewiththeFinanceDocuments,including
payment obligations. The Guarantor confirms receipt and understanding of the Rupee Loan Agreement and other Finance Documents, ensuring the Borrower complies with its obligations","ROI is fixed for a period of
5 years from the date of
disbursement and shall be
reset for every 5 years
thereafter","repayment of the facility in 60 structured
quarterly instalments
starting from June , 2021 and final
instalment not exceeding March
2036",926.19,"1,028.35",978.62,"1,078.09","1,172.19"
19,"KAS ON Site Power
Solutions LLP","1.Borrower's immovable properties (including leasehold and/or freehold), both present and future, including the Project Site, together with all structures and appurtenances thereon and thereunder:
2.first pari passu ranking Security Interest by way of charge over all the Borrower's tangible moveable assets, including the Project Assots, moveable plant and machinery, machinery spares, tools and accessories, furniture, fixtures, vehicles, all other movable assets of the
Borrower, both present and fu1llre;
3. An first pari passu ranking Security Interest by way of charge on the current assets, including but not limited to book debts, operating cash flows, rcceivables, commissions. revenue of whatsoever nature and whenever arising of the Borrower, both present and future;
4. A first ranking pari passu security Interest by way of charge over all hank accounts of the Borrower pertaining to the Project including without limitation, Trust and Retention Account, the Sub-Accounts. any other bank accounts of the Borrower where Reserves as
required under the Financing Agreements are being maintained or any account in substitution thereof, opened purs to the provisions of the Agreement. the Trust and Retention Account Agreement or any of the other Project Documents, wherein all revenues,
Disbursements Receivables and all funds of the Borrower shall. from time to time, be deposited and all Permitted Investments or other securities representing all amounts credited therelo, both present and future;
5.Provided that in the event the Debt Service Reserve is maintained fn a non-fund based form, all and singular rights. title, interest, benefits. claims and demands whatsoever of the Borrower in, to, under and in respect of the non-fund based Debt Service Reserve,
wherever maintained, shall be charged/assigned by way of continuing security in favour of title Security Trustee. Receivables and all funds of the Borrower shall. from time to time, be deposited and all Permitted Investments or other securities representing all amounts
credited thereto, both present and future; Provided that in the event the Debt Service Reserve is maintained fn a non-fund based form, all and singular rights. title, interest, benefits. claims and demands whatsoever of the Borrower in, to, llnder and in respect of the non-
fund based Debt Service Reserve, wherever maintained, shall hp. charged/assigned by way of continuing security in favour of the Security Trustee. A first ranking Security Interest by way of charge on all intangibles of the Borrower including but not limited to goodwill,
Intellectual Property Rights, uncalled capital of the Borrower, and undertakings, present and future;
6. A first ranking pari passu assignment by way of security of
a. all the rights, title, interest, benefits, claims and demands whatsoever of the Borrower in, to and under the Project Documents (including but not limited to Insurance Contracts and Clearances)' Contracts including but not limited to guarantees, pertaining to the Project. as
amended, varied or supplemented from time to time;
b. all the rights, title, interest, bc:nefits, claims and demands whatsoever of the Borrower in any letter of credit, guarantee incillding contractor guarantees and liquidated damages and performance bond provided by any party to the Project Documents (or such other security
to be provided by the procurers of power under the terms of the PPA(s) and related payment back up letter of credits pertaining to the Project and all Insurance Proceeds;
c. all the rights, title. interest. benefits. claims and demands whatsoever of CMEESPL, whether in its capacity as an Operating Partner and/or in its capacity as a holder of Unit(s), as the case may be;
7. first ranking (a) pledge over all of the Class A Units and Class Units of The Borrower held by CMEESPL and such other Units issued by the Borrower from time to time and held by CMEESPL, both present and future, and (b) charge over all rights, title, interests.
benefits of CMEESPL in the Borrower (including those which correspond to sllch pledged Units and their corresponding interest in the capital of the Borrower and in their capacities as a Partner, Class A Unit Holders, Class B Unit Holders, and/or holders ot the Units,
both present or future.
8. First ranking assignment by way of security / equitable assignment (along with power of attorney) / assignment of all the rights, tille, interest, benefits, claims and demands, whatsoever of CMEESPL in and/or created on account of amounts loaned by CMEESPL to,
infused by CMEESPL into. granted by CMEESPL to, the Borrower, both present and future","Loan 1: 273.62306 10.25%
p.a.p.m linked to L&T Infra
PLR (15.75%) minus Spread
(5.50%) per annum, payable
monthly.
Loan 2: 27Applicable
Interest rate payable monthly
(fixed Rate) Lender shall
have the right to reset the
applicable interest rate upon
the expiry of a period 3 year","Loan1 : Repayable in 57 Quarterly
Instalments starting from December 2018
to March 2035.
Loan 2 Repayable in 42 instalments
from June 2023 to December 2032.",551.30,713.30,641.30,799.70,950.10
