Profit distributed to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Profit distributed to non-controlling interests during the period,5.85,30.65,3 0.65,48.57,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,1 9.79,16.90,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
Dividends paid to non-controlling interests,"For the six months period
ended 30th September, 2025","For the six months period
ended 30th September, 2024","For the period ended
31st March, 2025","For the period ended
31st March, 2024","For the period ended
31st March, 2023"
Dividends paid to non-controlling interests during the period,-,-,-,-,-
