Particular,Revenue from operations,,,,
,"For the three months period
ended
June 30, 2025","For the three months period
ended
June 30, 2024","For the year ended March
31, 2025","For the year ended March
31, 2024","For the year ended March
31, 2023"
"Domestic
Asia (excluding India)
Africa
America
Europe
Others","59,301.27
2,635.20
548.90
139.51
0.04
4.46","60,507.68
3,054.51
521.39
3.31
0.02
1.06","229,143.82
12,100.86
2,414.24
3.85
0.06
3.55","2 03,635.32
8 ,162.78
1 ,693.39
1 0.09
0 .51
1 7.91","1 89,137.76
7 ,728.49
1 ,777.06
9 .90
1 1.48
1 7.70"
Total revenue from operations,"62,629.38","64,087.97","243,666.38","2 13,520.00","198,682.39"
