"Balance as at
April 01, 2022",,"Amount required to
be spent during the
year","Additional amount
required to be spent on
account of interest
earned on bank
deposits made out of
separate CSR unspent
account
(Net of tax)","Amount spent during the
year",,"Balance as at
March 31, 2023",
With the Company,"In separate CSR
unspent account",,,"From the Company's
bank account","From separate CSR
unspent account","With the Company
#","In separate CSR
unspent account"
INR,INR,INR,INR,INR,INR,INR,INR
3 98.80,1 57.40,411.71,8 .28,9 8.50,89.49,3 13.21,474.99
