Name,,Face Value (in ₹),"Number of Equity
Shares acquired in the
last 1 year",,Weighted Average Price,
,,,,,at which the Equity,
,,,,,Shares acquired in the,
,,,,,last 1 year (in ₹),
,Coal India Limited*,,,,,
Nil**,,,,,,
