Quality,,Proved,,,Probable,,,Total,,,Measured,,,Indicated,,Inferred,,,Total,
,,Reserve,,,Reserve,,,Reserve,,,Resources,,,Resources,,Resources,,,Resources,
,,(Metric,,,(Metric,,,(Metric,,,(Metric,,,(Metric,,(Metric,,,(Metric,
,,Tonnes),,,Tonnes),,,Tonnes),,,Tonnes),,,Tonnes),,Tonnes),,,Tonnes),
Coking Coal,"1,017.4",,,123.3,,,"1,140.7",,,"1,777.6",,,5.5,,0.0,,,"1,783.1",,
Thermal Coal,301.1,,,53.6,,,354.7,,,502.3,,,0.0,,0.0,,,502.3,,
Coking + Thermal,"1,318.5",,,176.9,,,"1,495.4",,,"2,279.9",,,5.5,,0.0,,,"2,285.4",,
