"2,588.64",30.00%,"2,292.57"
307.53,3.56%,62.59
"1,729.25",20.04%,"1,013.90"
"2,365.65",27.41%,"1,739.09"
113.43,1.31%,97.63
699.94,8.11%,523.58
"7,804.44",90.43%,"5,729.36"
825.78,9.57%,"1,441.09"
