"13,259.64",88.10%,"9,486.86",88.52%,"5,664.85"
544.17,3.62%,478.64,4.47%,254.80
375.93,2.50%,189.48,1.77%,125.10
417.58,2.77%,247.20,2.31%,189.50
"14,597.32",96.99%,"10,402.18",97.06%,"6,234.25"
452.55,3.01%,315.32,2.94%,199.10
"15,049.87",100.00%,"10,717.50",100.00%,"6,433.35"
