"4,680.03",31.10%,"3,265.31",30.47%,"1,979.60"
36.21,0.24%,61.80,0.58%,65.70
"2,888.26",19.19%,"1,314.01",12.26%,733.50
"3,796.37",25.23%,"2,752.11",25.68%,"2,122.00"
221.61,1.47%,145.44,1.36%,114.47
"1,177.27",7.82%,900.27,8.40%,704.12
"12,799.75",85.05%,"8,438.94",78.74%,"5,719.39"
"2,250.12",14.95%,"2,278.56",21.26%,713.96
