(9.72),(0.06)%,(5.61),(0.05)%,39.90
2.49,0.02%,1.50,0.01%,(10.02)
(7.23),(0.05)%,(4.11),(0.04)%,29.88
"1,745.29",11.60%,"1,712.68",15.98%,428.61
