Particulars,Fiscal,,,,,
,2025,,2024,,2023,
,(₹ million),"Percentage of
Total Income
(%)",(₹ million),"Percentage of
Total Income
(%)",(₹ million),Percentage of
,,,,,,Total Income
,,,,,,(%)
,(167.92),(1.12)%,(144.52),(1.35)%,169.91,
,497.60,3.31%,561.77,5.24%,315.23,
,"1,752.52",11.64%,"1,716.79",16.02%,398.73,
