Name of the related party,Description of relationship,Nature of transactions,"September 30,
2025","March 31, 2025","March 31, 2024","March 31, 2023"
"Govind Vishwanath Gadgil
Govind Vishwanath Gadgil
Renu Govind Gadgil
Sunita Amit Modak
Sunita Amit Modak
Kisan Maruti Shendkar
Ravindra Kamalakar Lale
Ranjeet Sadashiv Natu
Aparna Prasad Purohit
Mugdha Aditya Modak
Aditya Amit Modak
Aditya Amit Modak
Rohini Kalkundrikar
Anjali Vishwanath Gadgil
P. N. Gadgil & Sons Limited
PNGS Gargi Fashion Jewellery Ltd
Amit Yeshwant Modak
Amit Yeshwant Modak
Kirti Suryakant Vaidya
Ravindra Vinayak Khadilkar
Jyoti Ravindra Paranjape","Partners of partnership firm - Gadgil Metals and
Commodities
Key managerial person
Partners of partnership firm - Gadgil Metals and
Commodities
Partners of partnership firm - Gadgil Metals and
Commodities
Relative of person having significant influence
Key managerial personnel
Key managerial personnel
Key managerial personnel
Key managerial personnel
Relative of partners of partnership firm - Gadgil
Metals and Commodities
Partners of partnership firm - Gadgil Metals and
Commodities
Key managerial personnel
Partners of partnership firm - Gadgil Metals and
Commodities
Partners of partnership firm - Gadgil Metals and
Commodities
Enterprise over which KMP(s) or their relatives
have control/significant influence
Enterprise over which KMP(s) or their relatives
have control/significant influence
Partners of partnership firm - Gadgil Metals and
Commodities
Key managerial personnel
Key managerial personnel
Relative of person having significant influence
Relative of person having significant influence","Share of profit in partnership firm
Net Drawings
Payment to partners
Sale of goods
Sale of Investment property
Unsecured Loan Received
Unsecured Loan Repaid
Interest Paid on Unsecured loan received
Share of profit in partnership firm
Net Drawings
Sale of goods
Share of profit in partnership firm
Net Drawings
Partner's remuneration
Capital introduced
Payment to partners
Sale of goods
Sale of goods
Employee benefits expense
Director sitting fee
Director sitting fee
Director sitting fee
Sale of Goods
Sale of Goods
Share of profit in partnership firm
Capital introduced
Sale of Goods
Share of profit in partnership firm
Capital introduced
Share of profit in partnership firm
Capital introduced
Sale of Goods
Payable on account of common control
transaction (including applicable taxes on
above - GST)
Commission expenses
Gratuity Expense
Purchase of goods
Facility Charges
Purchase of goods
Share of profit in partnership firm
Capital introduced
Sale of Goods
Director remuneration*
Employee benefits expense
Employee benefits expense
Sale of Goods
Sale of Goods","-
-
-
-
-
250.00
250.00
0.49
-
-
-
-
-
-
-
-
-
0.06
1.13
0.06
0.05
0.05
-
-
-
-
0.01
-
-
-
-
1 34.40
-
62.13
2.46
84.50
1.35
11.20
-
-
-
-
8.53
0.39
-
0.02","2.92
25.65
-
0.07
9.50
-
-
-
1.90
36.00
-
0.92
2.93
-
-
-
-
-
-
-
-
-
-
0.16
0.01
1.00
-
0.01
1.00
0.01
1.00
9 5.91
1,670.96
30.01
-
-
-
-
0.01
1.00
0.41
0.20
-
0.50
1.44
0.07","1.88
-
0.52
-
-
-
-
-
1.22
-
2.26
0.59
-
0.50
0.50
0.32
0.30
-
-
-
-
-
0.22
0.05
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
0.20
-
-
-
-",
