Particulars,Amount
"Balance as at April 1, 2022
Capital/(Drawings) during the year (net)
Profit appropriated for the year
Balance as at March 31, 2023
Balance as at April 1, 2023
Capital/(Drawings) during the year (net)
Profit appropriated for the year
Balance as at March 31, 2024
Balance as at April 1, 2024
Capital/(Drawings) during the year (net)
Profit appropriated for the period
Conversion of partner's capital into equity share
capital w.e.f December 20, 2024
Balance as at December 19, 2024","9 2.01
(7.60)
2 .84
8 7.25
87.25
0 .50
3 .69
91.44
91.44
(60.60)
5 .76
(36.60)
-"
