Particulars,"From April 01, 2025 to
September 30, 2025","March 31, 2025","March 31, 2024","March 31, 2023"
Revenue from sale of ornaments (net of discount),"1,567.18","2,581.83","1,956.34","1,988.48"
Total,"1 ,567.18","2 ,581.83","1 ,956.34","1 ,988.48"
