Particulars,"September 30, 2025","March 31, 2025","March 31, 2024","March 31, 2023"
"Aggregate amount of quoted investments and market value thereof
Aggregate amount of unquoted investment
Aggregate amount of impairment in value of investment","-
-
-","-
-
-","9.12
-
-","10.41
-
-"
