Particulars,"September 30, 2025","March 31, 2025","March 31, 2024","March 31, 2023"
"Dues remaining unpaid to any supplier
Principal –
Interest on the above -
Amountofinterestpaidintermsofsection16oftheMSMEDAct,2006,alongwiththeamountofthepayment
made to the supplier beyond the appointed day during each accounting year
Amountofinterestdueandpayablefortheperiodofdelayinmakingpayment(whichhasbeenpaidbutbeyond
the appointed day during the year) but without adding the interest specified under the MSMED Act, 2006
Amount of interest accrued and remaining unpaid
Amountoffurtherinterestremainingdueandpayableeveninthesucceedingyears,untilsuchdatewhenthe
interestduesasaboveareactuallypaidtothesmallenterprise,forthepurposeofdisallowanceasadeductible
expenditure under section 23 of MSMED Act, 2006","213.51
-
-
-
-
-","4 9.54
-
-
-
-
-","4 2.63
-
-
-
-
-","4.18
-
-
-
-
-"
