Particulars,"From April 01, 2025 to
September 30, 2025","March 31, 2025","March 31, 2024","March 31, 2023"
"Inventories at the beginning
Less : Inventories at the end","1,794.17
3,130.65","1,489.59
1,794.17","1,149.00
1,489.59","9 90.07
1,149.00"
Total,"( 1,336.48)",( 304.58),( 340.59),(158.93)
