Particulars,"From April 01, 2025 to
September 30, 2025","March 31, 2025"
"I) Basic earnings per share
a) Earnings available for equity shareholders (in INR Millions)
b) Number of equity shares
c) Weighted average number of equity shares
d) Basic EPS (a/c)
II) Diluted earnings per share
a) Adjusted profit for the year for calculation of diluted EPS
b) Weighted average number of shares outstanding for diluted EPS
c) Diluted EPS (a/c)","201.33
2,18,66,400
2,18,66,400
9.21
201.33
2,18,66,400
9.21","594.74
1,68,93,247
1,68,93,247
35.21
594.74
1,68,93,247
35.21"
