"Balance as at
April 01, 2025",,"Amount required to
be spent during the
period","Additional amount
required to be spent on
account of interest
earned on bank
deposits made out of
separate CSR unspent
account
(Net of tax)","Amount spent during the
period",,"Balance as at
June 30, 2025",
With the Company,"In separate CSR
unspent account",,,"From the Company's
bank account","From separate CSR
unspent account",With the Company,"In separate CSR
unspent account"
INR,INR,INR,INR,INR,INR,INR,INR
3 49.14,4 76.80,113.48,-,1 .79,37.81,1 11.69,788.13
