"Balance as at
April 01, 2023",,"Amount required to
be spent during the
year","Additional amount
required to be spent on
account of interest
earned on bank
deposits made out of
separate CSR unspent
account
(Net of tax)","Amount spent during the
year",,"Balance as at
March 31, 2024",
With the Company,"In separate CSR
unspent account",,,"From the Company's
bank account","From separate CSR
unspent account","With the Company
#","In separate CSR
unspent account"
INR,INR,INR,INR,INR,INR,INR,INR
313.21,4 74.99,365.02,1 5.60,3 2.05,232.50,3 32.97,571.30
