Particulars,"Change in
EURO rate","Effect on profit /
loss
before tax"
"Jun-25
Mar-25
Mar-24
Mar-23","+5%
-5%
+5%
-5%
+5%
-5%
+5%
-5%","0.25
(0.25)
0.32
(0.32)
0.26
(0.26)
(0.02)
0.02"
