Particulars,Building,"Leasehold
Land",Total
"Gross Block
As at 1 April 2022
Additions during the year
As at 31 March 2023
Additions during the year
As at 31 March 2024
Additions during the year
As at 31 March 2025
Additions during the period
As at 30 June 2025
Accumulated Amortization
As at 1 April 2022
Additions during the year
As at 31 March 2023
Additions during the year
As at 31 March 2024
Additions during the year
As at 31 March 2025
Additions during the period
As at 30 June 2025
Net block as at 31 March 2022
Net block as at 31 March 2023
Net block as at 31 March 2024
Net block as at 31 March 2025
Net block as at 30 June 2025","174.95
153.19
328.14
10.57
338.71
6.39
345.10
1.85
346.95
65.62
26.93
92.55
32.44
124.99
33.95
158.94
8.61
167.55
109.33
235.59
213.72
186.16
179.40","-
-
-
-
-
4.62
4.62
3.49
8.11
-
-
-
-
-
0.00
0.00
0.09
0.09
-
-
-
4.62
8.02","174.95
153.19
328.14
10.57
338.71
11.01
349.72
5.34
355.06
65.62
26.93
92.55
32.44
124.99
33.95
158.94
8.70
167.64
109.33
235.59
213.72
190.78
187.42"
