Particulars,Gross block,,,,Amortization,,,,Net block,
,"As at
1 April 2025","Additions/
Adjustments","Deductions/
Adjustments","As at
30 June 2025","As at
1 April 2025",For the period,"Deductions/
Adjustments","As at
30 June 2025","As at
30 June 2025","As at
31 March 2025"
"Brands / License Fees
Software
Total","2,487.50
21.25","-
0 .30","-
-","2,487.50
21.55","785.79
11.42","51.46
0.74","-
-","837.25
12.16","1,650.25
9.39","1,701.71
9.83"
,"2,508.75",0 .30,-,"2,509.05",797.21,52.20,-,849.41,"1,659.64","1,711.54"
