"Addressable
Market",,MAT June 2025 domestic sales,,,,,Market,,,CAGR between,,,IPM CAGR,
,"Amount
(₹ in millions)",Amount,% of domestic sales,% of domestic sales,,,rank for,,,MAT June 2022,,,MAT June 2022,
,,(₹ in millions),,,,,MAT June,,,to MAT June,,,-,
,,,,,,,2025,,,2025,,,MAT June 2025,
