Particulars,Gross block,,,,Amortization,,,,Net block,
,"As at
1 April 2022","Additions/
Adjustments","Deductions/
Adjustments","As at
31 March 2023","As at
1 April 2022",For the year,"Deductions/
Adjustments","As at
31 March
2023","As at
31 March 2023","As at
31 March 2022"
"Brands / License Fees
Software
Total","420.89
11.95","-
0 .77","-
-","420.89
12.72","332.15
5.39","88.74
1.99","-
-","420.89
7.38","-
5.34","88.74
6.56"
,432.84,0 .77,-,433.61,337.54,90.73,-,428.27,5.34,95.30
