Particulars,"For the three
months period
ended
30 June 2025","Year ended
31 March 2025","Year ended
31 March 2024","Year ended
31 March 2023"
"Discount rate (per annum)
Rate of increase in Salary
Attrition rate
Mortality rate","6.75%
6.00%
For service 4 years
and below - 20% p.a.
and For service 5
years & above - 2%
p.a.
Indian Assured Lives
Mortality 2012-14
(Urban)","6.79%
6.00%
For service 4 years
and below - 20%
p.a. and For service
5 years & above -
2% p.a.
Indian Assured
Lives Mortality
2012-14 (Urban)","7.23%
6.00%
For service 4 years
and below - 20%
p.a. and For
service 5 years &
above - 2% p.a.
Indian Assured
Lives Mortality
2012-14 (Urban)","7.50%
5.00%
For service 4 years
and below - 20%
p.a. and For
service 5 years &
above - 2% p.a.
Indian Assured
Lives Mortality
2012-14 (Urban)"
