Particulars,"Increase/ decrease
in basis points","Effect on profit
before tax"
"Jun-25
INR
INR
Mar-25
INR
INR
Mar-24
INR
INR
Mar-23
INR
INR","+100
-100
+100
-100
+100
-100
+100
-100","(4.30)
4.30
(5.20)
5.20
(10.30)
10.30
-
-"
