Particulars,"For the three
months period
ended
30 June 2025","Year ended
31 March 2025","Year ended
31 March 2024","Year ended
31 March 2023"
"Deferred tax liability
Deferred tax asset","(1.92)
-","(43.01)
-","( 91.01)
-","-
3.17"
,(1.92),(43.01),( 91.01),3.17
