Name of the Related Party,Loan to Related Party,"Loan from Related
Party","Current Account
Balances (Payable) /
Receivable","Outstanding Balances
(Payables) /
Receivables"
Coal India Limited (CIL),0.00,0.00,(3671.50),0.00
IICM,0.00,0.00,(0.10),0.00
Central Mine Planning & Design Institute Limited (CMPDI),0.00,0.00,0.00,(443.10)
Name of the Related Party,Loan to Related Party,"Loan from Related
Party","Current Account
Balances (Payable) /
Receivable","Outstanding Balances
(Payables) /
Receivables"
Coal India Limited (CIL),0.00,0.00,(3370.80),0.00
IICM,0.00,0.00,(0.10),0.00
Central Mine Planning & Design Institute Limited (CMPDI),0.00,0.00,0.00,(509.30)
Name of the Related Party,Loan to Related Party,"Loan from Related
Party","Current Account
Balances (Payable) /
Receivable","Outstanding Balances
(Payables) /
Receivables"
CIL,0.00,0.00,(3613.80),0.00
IICM,0.00,0.00,0.00,(7.50)
CMPDIL,0.00,0.00,0.00,(530.70)
Name of the Related Party,Loan to Related Party,"Loan from Related
Party","Current Account
Balances (Payable) /
Receivable","Outstanding Balances
(Payables) /
Receivables"
CIL,0.00,0.00,(3954.60),0.00
IICM,0.00,0.00,(0.10),(7.50)
CMPDIL,0.00,0.00,0.00,(352.80)
