,Six Months period,Six Months period,Fiscal 2025,Fiscal 2024,Fiscal 2023
,ended September,"ended September 30,",,,
Particulars,,,,,
,"30, 2025",2024,,,
,"(in ₹ million, unless otherwise stated)",,,,
Profit before tax (A),"1,993.40","11,240.40","17,028.90","20,916.70","5,301.90"
Finance Costs (B),600.50,321.90,724.90,618.30,556.90
"Depreciation / Amortization
/ Impairment (C)","2,005.40","2,172.40","5,806.80","3,403.90","3,054.30"
"Earnings before interest,
taxes, depreciation, and
amortization (D = A + B +
C)","4,599.30","13,734.70","23,560.60","24,938.90","8,913.10"
Total Income (E),"63,115.10","70,907.00","14,4016.30","146,525.30","130,185.70"
EBITDA Margin (F = D/E),7.29%,19.37%,16.36%,17.02%,6.85%
,Six Months,Six Months,Fiscal 2025,Fiscal 2024,Fiscal 2023
,period ended,period ended,,,
Particulars,September,September,,,
,"30, 2025","30, 2024",,,
,"(in ₹ million, unless otherwise stated)",,,,
Profit for the Period/ Year (A),"1,238.80","7,487.00","12,401.90","15,644.6","0 6,647.80"
Total Income (B),"63,115.10","70,907.00","144,016.30","146,525.3","0 130,185.70"
PAT Margin (C = A / B),1.96%,10.56%,8.61%,10.68%,5.11%
,Six Months,Six Months,Fiscal 2025,Fiscal 2024,Fiscal 2023
,period ended,period ended,,,
Particulars,"September 30,","September 30,",,,
,2025,2024,,,
,"(in ₹ million, unless otherwise stated)",,,,
Total Current Assets (A),"90,739.90","73,762.60","85,406.00","72,848.00","65,592.00"
"Total Current Liabilities
(B)","90,631.40","62,242.10","71,891.10","60,289.70","68,195.40"
Current Ratio (C = A / B),1.00,1.19,1.19,1.21,0.96
,Six Months period,Six Months period,Fiscal 2025,Fiscal 2024,Fiscal 2023
,"ended September 30,",ended September,,,
Particulars,,,,,
,2025,"30, 2024",,,
,"(in ₹ million, unless otherwise stated)",,,,
Profit before tax (A),"1,993.40","11,240.40","17,028.90","20,916.70","5,301.90"
Finance Costs (B),600.50,321.90,724.90,618.30,556.90
"Earnings Before
Interest and Tax (EBIT)
(C = A + B)","2,593.90","11,562.30","17,753.80","21,535.00","5,858.80"
"Equity Share Capital
(D)","46,570.00","46,570.00","46,570.00","46,570.00","46,570.00"
Other Equity (E),"18,057.30","6,647.20","6,647.20","(8,531.00)","(13,832.30)"
"Opening Capital
Employed (F = D + E)","64,627.30","53,217.20","53,217.20","38,039.00","32,737.70"
"Equity Share Capital
(G)","46,570.00","46,570.00","46,570.00","46,570.00","46,570.00"
Other Equity (H),"10,065.20","11,842.80","18,057.30","6,647.20","(8,531.00)"
"Closing Capital
Employed (I = G + H)","56,635.20","58,412.80","64,627.30","53,217.20","38,039.00"
"Average Capital
Employed (J - (F + I)/2","60,631.25","55,815.00","58,922.25","45,628.10","35,388.35"
"Return on Average
Capital Employed",4.28%*,20.72%*,30.13%,47.20%,16.56%
