,,"As per explanation and information
given to us, new heaps created during the
year are having approval of competent
authority."
4,"Whether any independent Assessment/
Certification in respect of migration process of
data from Coalnet portal to SAP has been done.","Till date no independent
assessment/certification in respect of
migration process of data from Coal-Net
portal to SAP has been done."
