,,"plan / level section, are being measured
by conventional method, even if such
stocks are having contour plans. The
stock measurement reports are
accompanied by contour plans.
For the washeries the stocks of slurry,
rejects and middling were building up
since inception of the washery, i.e. prior
to take over by BCCL. The heaps,
particularly of reject, slurry, middling
etc. are huge in shape and size. All these
heaps are not having contour plans, as
such being measured by conventional
method.
As per explanation and information
given to us, new heaps created during the
year are having approval of competent
authority."
3,"Whether the impact of penalty for illegal
mining as imposed by the Hon’ble Supreme
Court/ National Green Tribunal/ State
Pollution Control Board has been duly
considered and accounted for?","There is no demand on account of illegal
mining as imposed by the Hon’ble
Supreme Court/ National Green
Tribunal/ State Pollution control Board
as on 31.03.2024.
However, demand notices amounting to
₹ 1,73,444.60 Million have been issued
in respect of 47 Projects/Mines/
Collieries of the company by State
Government (District Mining Officer) in
pursuance of the judgement dated
02.08.2017 of Hon’ble Supreme Court
of India vide W.P. (C) No. 114 of 2014 in
Common Cause vs. Union of India &
Others.
Based on the judgment received from
Revisional Authority, MoC and legal
opinion, the above demand has been set
aside."
