Description,"As at
September 30, 2025","As at
September 30, 2024","As at
March 31, 2025","As at
March 31, 2024","As at
March 31, 2023"
Against floating charge on current assets,3077.40,2945.80,"2,998.50","2,942.30","2,621.40"
Description,"As at
September 30, 2025","As at
September 30, 2024","As at
March 31, 2025","As at
March 31, 2024","As at
March 31, 2023"
Outstanding as at the reporting date,4852.60,3928.60,"4,413.70","3,927.90",58.70
Description,"As at
September 30, 2025","As at
September 30, 2024","As at
March 31, 2025","As at
March 31, 2024","As at
March 31, 2023"
Estimated amount of contract remaining to be executed on capital account not provided for:,,,,,
a) Land,507.90,335.80,477.90,0.00,0.00
b) Buildings,666.90,808.80,663.60,953.80,842.80
c) Plant & Machinery,0.00,0.00,0.00,103.80,207.80
d) Others,4564.60,4489.30,"4,922.30","4,698.80","4,436.60"
Total,"5,739.40","5,633.90","6,063.80","5,756.40","5,487.20"
