,,,Outstanding for following periods from due date of payment,,,,,
,Unbilled,Not due,"Less than
6 months","6 months -
1 year",1-2 years,2-3 years,"More than 3
years",Total
(i) Undisputed Trade receivables – considered good,"2,090.37",966.06,569.14,8 4.11,2 2.32,0 .96,1 .37,"3,734.33"
"(ii) Undisputed Trade receivables – which have significant
increase in credit risk",-,-,-,-,-,-,-,-
(iii) Undisputed Trade receivables – credit impaired,-,-,-,-,41.69,45.95,68.70,156.34
Total,"2,090.37",966.06,569.14,8 4.11,6 4.01,4 6.91,7 0.07,"3,890.67"
Less: loss allowance for doubtful debts,,,,,,,,( 156.34)
Net Trade receivables,,,,,,,,"3,734.33"
