Particulars,"As at
30 September 2025","As at
30 September 2024","As at
31 March 2025","As at
31 March 2024","As at
31 March 2023"
"Current
Non-current","14.43
131.04","10.98
69.73","17.27
109.90","9.51
60.44","5.62
49.16"
