Particulars,"As at
30 September 2025","As at
30 September 2024","As at
31 March 2025","As at
31 March 2024","As at
31 March 2023"
"Expected future cashflows -
Undiscounted
Within 1 year
2-5 years
6-10 years
More than 10 years","19.37
46.18
30.21
146.11","11.52
25.49
14.56
82.69","16.57
40.03
27.90
152.78","10.02
22.27
12.55
74.38","5.94
14.27
8.67
76.20"
