Particulars,"As at
30 September 2025","As at
30 September
2024","As at
31 March 2025","As at
31 March 2024","As at
31 March 2023"
"Variable rate instruments
Borrowings (including current maturities of non-current borrowings)",-,-,-,-,34.68
