Particulars,"As at
30 September 2025","As at
30 September 2024","As at
31 March 2025","As at
31 March 2024","As at
31 March 2023"
"Expected life (years)
Risk free interest rate (%)
Expected volatility (%)
Dividend Yield (%)
Exercise price of the options
Fair value of the option (Amount in Rs.)","6
7.42%
34.33%
-
1 0
36.68, 61.16 & 118.40","6
7.42%
34.33%
-
1 0
1 8,377","6
7.42%
34.33%
-
1 0
36.68, 61.16 &
118.40","6
7.42%
34.33%
-
1 0
1 8,377","6
7.42%
34.33%
-
1 0
3 7,553"
