Salary escalation rate,"Actual salary increases will increase the Plan's liability. Increase in salary increase rate
assumption in future valuations will also increase the liability."
Discount rate,Reduction in discount rate in subsequent valuations can increase the plan's liability.
Mortality and disability,Actual deaths and disability cases proving lower or higher than assumed in the valuation can
Withdrawals,"Actual withdrawals proving higher or lower than assumed withdrawals and change of withdrawal
rates at subsequent valuations can impact plan's liability."
