Particulars,Name of the Related Party
"Key Management
Personnel","Prof. Shashikanth Suryanarayanan (Managing Director w.e.f 26.03.2025)
Amit Arun Dixit (Joint Managing Director w.e.f 26.03.2025)
Manish Sharma (Whole-Time Director w.e.f 14.05.2025)
Bhavya Kapoor (Director w.e.f 30.05.2024 upto 17.10.2025)
Abhay kumar Pandey (Director w.e.f 30.05.2024 upto 17.10.2025)
Namakal Srinivasan Parthasarathy (Independent Director w.e.f 21.02.2025)
Poyni Bhatt (Independent Director w.e.f 22.03.2025)
Udo Edgar Wolz (Non-Executive Director w.e.f 01.07.2025)
Rajesh Madhukar Sheth (Chief financial officer w.e.f 14.05.2025)
Prasad Rajendra Chavan (Company Secretary & Compliance Officer w.e.f 14.05.2025)"
