,,,,,,,,+/- % change in
,,,,,,+/- % change in,,
,,,,,,,+/- % change in,closing
,,,,,,"closing price, [+/-",,
,,,,,,,"closing price, [+/- %","price, [+/- % change"
,,,,,Opening price,% change in,,
Sr.,,Issue size,Issue,,,,change in closing,in
,Issue name,,,Listing date,on listing date,closing,,
No.,,(₹ millions),price (₹),,,,benchmark]- 90th,closing
,,,,,(in ₹),benchmark]- 30th,,
,,,,,,,calendar days from,benchmark]- 180th
,,,,,,calendar days,,
,,,,,,,listing,calendar days from
,,,,,,from listing,,
,,,,,,,,listing
1,"LG Electronics India
Limited(b)","116,047.32","1,140.001","October 14,
2025","1,710.10",NA,NA,NA
2,Tata Capital Limited(b),"155,118.72",326.00,"October 13,
2025",330.00,NA,NA,NA
3,"Anthem Biosciences Ltd
(a)",".
33,950.00",5702,"July 21, 2025",723.10,43.5% [-0.7%],32.9% [+2.1%],NA
