Particulars,Amount
"Assets taken over
Cash & Cash Equivalents
Investments
Liabilities taken over
Trade payables
Total identifiable net assets at fair value as at
March 08, 2023 (A)
Non - Controlling interest measured at proportionate share
in the recognised amounts of the acquiree’s identifiable net
assets (B)
Fair value of consideration (C)
Goodwill = (C) + (B) - (A)","2 .60
0 .10
0 .10
2 .60
-
2 .63
0 .03"
