Description,Gross Carrying amount,,,,,Accumulated depreciation,,,,"Carrying amount
(net)"
,"As at
01 April 2022","Additions pursuant
to business
combination",Additions,Deletions,"As at
31 March 2023","As at
01 April 2022",For the Year,Deletions,"As at
31 March 2023","As at
31 March 2023"
"Computers, Laptops and Peripherals",1 32.30,-,60.40,( 0.36),192.34,39.99,52.85,(0.36),92.48,9 9.86
Furnitures & Fixtures,0 .53,-,0.11,-,0.64,0.14,-,-,0.14,0.50
Office Equipments,1 .91,-,20.94,-,22.85,0.43,1.61,-,2.04,2 0.81
Network Equipments,0 .09,-,16.18,-,16.27,-,1.06,-,1.06,1 5.21
Leasehold improvements,-,-,2.92,-,2.92,-,0.27,-,0.27,2.65
Grand Total,1 34.83,-,100.55,( 0.36),235.02,40.56,55.79,(0.36),95.99,1 39.03
