,GAMC,GTL
"Fair value of consideration
Fair value of assets received
Cash and cash equivalents
Investments
Trade receivables
Balances with government authorities
Current tax assets (net)
Current tax liabilities (net)
Deferred tax liability
Trade payables
Provisions for employee benefits
Statutory liabilities
Intangibles-license
Goodwill - residual value","1,750.18
655.55
379.49
0 .26
0 .53
2 .40
( 11.60)
( 5.73)
( 12.32)
( 0.60)
( 0.96)
328.00
415.16","6 .01
2 .59
-
0 .69
-
0 .15
( 0.12)
-
( 0.18)
-
( 0.12)
-
3 .00"
