"Pursuant to various SPAs,",,we acquired 100% shareholding of
Finwizard Technology Private Limited,from its shareholders for an aggregate,
"consideration of ₹9,610.50 million, in cash on October 3, 2025 (“Acquisition”). The Acquisition",,
"was subject to various closing conditions including completion of due diligence, receipt of",,
"consents from relevant lenders, receipt of regulatory approvals and other customary closing",,
"conditions and has been completed. The business of the Target acquired by the Company,",,
"includes, among others (a) distribution of various financial products and services, including",,
"mutual fund units, insurance products, units of alternate investment fund schemes; (b) stock",,
broking and portfolio management activities and (c) electronic filing of tax returns.,,
