Description,Gross Carrying amount,,,,,Accumulated amortisation,,,,"Carrying amount
(net)"
,"As at
01 April 2025","Additions pursuant
to business
combination",Additions,Deletions,"As at
30 June 2025","As at
01 April 2025",For the period,Deletions,"As at
30 June 2025","As at
30 June 2025"
Software,5.03,-,-,-,5.03,1.29,0.13,-,1.42,3.61
License,432.50,-,-,-,432.50,-,-,-,-,432.50
Total,437.53,-,-,-,437.53,1.29,0.13,-,1.42,436.11
