,S. No.,,,Particulars,,,Authority,
1.,,,"F orm A under IRDAI (Registration of Corporate Agent)
Regulations, 2015 - Application for grant of certificate of
registration to act as a corporate agent",,,"Insurance Regulatory and
Development Authority of
India",,
