,"Outstanding as at 31 March 2023 for following periods from date of
transaction",,,,Total
,Less than 1 year,1-2 years,2-3 years,More than 3 years,
"(i) Micro enterprises and small enterprises
(ii) Other than micro enterprises and small enterprises
Add: Unbilled","0.82
12,758.81","-
5.00","-
-","-
-","0.82
12,763.81
968.62"
"Total 13,733.25",,,,,
