Description,Gross Carrying amount,,,,,Accumulated amortisation,,,,"Carrying amount
(net)"
,"As at
01 April 2024","Additions pursuant
to business
combination",Additions,Deletions,"As at
30 June 2024","As at
01 April 2024",For the period,Deletions,"As at
30 June 2024","As at
30 June 2024"
Software,5.03,-,-,-,5.03,0.79,0.13,-,0.91,4.12
License,432.50,-,-,-,432.50,-,-,-,-,432.50
Total,437.53,-,-,-,437.53,0.79,0.13,-,0.91,436.62
