Description,Gross Carrying amount,,,,,Accumulated depreciation,,,,"Carrying amount
(net)"
,"As at
01 April 2025","Additions pursuant
to business
combination",Additions,Deletions,"As at
30 June 2025","As at
01 April 2025",For the period,Deletions,"As at
30 June 2025","As at
30 June 2025"
"Computers, Laptops and Peripherals",2 78.80,-,27.72,( 25.70),280.82,159.16,21.16,(23.94),156.38,1 24.44
Furnitures & Fixtures,6 .62,-,0.72,-,7.34,0.57,0.18,-,0.75,6.59
Office Equipments,5 5.80,-,2.72,( 3.40),55.12,16.53,4.70,(3.40),17.83,3 7.29
Network Equipments,1 6.31,-,-,-,16.31,6.50,0.67,-,7.17,9.14
Leasehold improvements,3 0.44,-,-,-,30.44,7.59,2.93,-,10.52,1 9.92
Grand Total,3 87.98,-,31.16,( 29.10),390.03,190.35,29.64,(27.34),192.65,1 97.38
