"Revenue from contract with customers as per the contract price
Less : Adjustment made to contract price on account of:
a) Discounts and Rebates
b) Sales Return","10,237.68
948.64
846.13","15,482.80
1,161.93
1,447.02","14,141.08
1,173.03
1,446.44","15,167.03
953.89
2,180.05"
Total,"8,442.91","12,873.85","11,521.61","12,033.09"
