"Cash on hand
Balance with Banks
Balance held in deposit account with original maturity less than 3 months","0.53
131.36
0.29","0.40
180.06
0.29","0.50
298.87
0.27","1.25
183.68
19.64"
Total,1 32.18,180.75,2 99.64,204.57
