"Unsecured, Considered Good
Security Deposits
Interest Receivable (refer note 39) (refer note 1 below)
Insurance Claim Receivable
Receivables pertains to sale of component (refer note 45)
Other Receivables","1 6.74
4 .90
-
0 .33
-","15.76
29.71
11.69
-
0.23","1 2.29
7 .49
-
2 5.84
-","5.91
2.69
-
-
-"
Total,2 1.97,57.39,4 5.62,8.60
