"Trade Receivables - Contract Assets
Advances from Customers - Contract Liabilities*","6,453.29
130.89","3,874.52
395.00","3,243.93
283.76","4,149.75
226.96"
"Movements in contract liability balances
Revenue recognised that was included in the contract liability balance at the
beginning of the period/ year",374.85,269.48,218.16,191.48
