"Present value of Funded defined benefit obligation at the end of the period/ year
Fair value of Plan Assets at the end of the period/ year","(84.63)
55.04","(78.44)
44.98","(56.90)
47.56","( 49.59)
42.10"
Net (Liability)/Asset Recognized in the Balance Sheet,(29.59),(33.47),(9.34),(7.50)
