"Capital Advances
Prepaid Expenses
Balance with government authorities (paid under protest)","201.36
-
4 .52","178.77
-
4.52","73.69
-
4 .52","305.00
0.08
4.52"
Total,2 05.88,183.29,7 8.21,309.60
