"INCOME
(a) Revenue from Operations
(b) Other income","9 04.76
-","2 ,291.13
1 0.10","2 ,356.77
2 5.79"
TOTAL INCOME,9 04.76,"2 ,301.23","2 ,382.56"
"EXPENSES
(a) Cost of materials consumed
(b) Changes in inventories of finished goods, stock-in-trade & work in progress
(c) Employee benefits expenses
(d) Finance cost
(e) Depreciation & amortization expenses
(f) Other expenses","827.74
40.35
5 .80
-
-
2 1.28","2,029.47
(28.28)
2 7.60
3 .99
0 .51
1 91.22","2,053.14
(12.16)
2 5.53
1 .67
0 .28
2 60.41"
TOTAL EXPENSES,8 95.17,"2 ,224.51","2 ,328.87"
Profit before tax,9 .59,7 6.72,5 3.69
"Tax Expenses
(a) Tax expense
(b) Short provision of income tax
(c) Deferred tax","2.42
-
-","18.33
0.02
0.89","13.76
0 .15
(0.03)"
Total Tax Expenses,2 .42,1 9.24,1 3.88
Profit for the reporting Financial year,7 .17,5 7.48,3 9.81
