"Current Service cost
Interest Cost
Past service cost","4.07
2.49
-","6.06
0.68
-","5.42
0.55
-","5.46
0.83
-"
Expense / (Income) Recognized in Statement of Profit & Loss,6.56,6.74,5.97,6.29
