"Depreciation expense of right of use assets (refer note 7b)
Finance cost accrued during the period (refer note 32)
Rent expense - short-term lease (refer note 33)","3.94
0.75
20.16","7.12
1.20
34.99","5.86
0.80
29.09","4.13
-
27.11"
Total,24.85,43.31,35.75,31.24
