"Unsecured, Considered Good
Balance held in Deposit Accounts with Banks with more than 12 months maturities (refer note 17)
Other Advances
Security Deposits (at amortised cost)","1 7.59
-
1 .94","16.91
27.70
1.28","4 .17
-
1 .22","4 .27
-
-"
Total,1 9.53,45.89,5 .39,4.27
