"Consumption of stores and spares
Sub-contracting expenses
Power & fuel
Water charges
Effluent disposal charges
Laboratory expenses
Factory expenses
Labour charges
Rent (refer note 42)
Repairs to buildings
Repairs to plant and machinery
Other repairs
Director fees
Travelling and conveyance
Transport charges
Sales commission
Warehousing & distribution expenses
Advertisement and business promotion expenses
Provision for expected credit loss (Refer note 15)
Sundry balance written off
Bad debts written off
Legal and professional fees
Trade mark expenses
Charity and donations
Corporate Social Responsibility Expense (refer note 43)
Insurance
Rates and taxes
Payment to Auditors*
Loss on sale of property, plant & equipment
Net loss on foreign currency transactions and translation
General administration expenses","20.51
190.14
230.93
8.07
48.03
9.85
32.15
94.92
20.16
22.77
28.12
11.18
0.98
98.88
83.39
3.76
39.98
161.82
30.00
1.46
0.23
104.12
-
0.01
8.35
26.81
4.95
1.79
-
1.78
9.31","47.62
491.07
412.10
12.89
93.96
16.02
57.20
145.21
34.99
22.09
63.84
39.46
0.62
180.64
109.99
10.81
108.79
351.03
81.30
3.85
39.32
205.81
0.31
0.33
15.02
44.00
18.72
2.20
-
-
18.36","27.72
404.95
288.70
8.91
59.58
29.11
41.66
105.48
29.09
15.39
45.75
34.58
-
161.39
79.79
14.16
63.34
252.67
88.50
5.20
23.81
140.47
-
0.29
16.08
47.12
19.68
4.92
0.22
-
16.04","35.11
185.01
343.00
10.22
86.60
38.84
43.42
92.90
27.11
20.33
50.04
42.88
-
142.47
88.51
43.37
95.09
256.71
5.34
5.94
14.27
110.85
-
0.08
14.85
46.22
1.68
2.83
2.17
17.41
17.13"
Total,"1,294.45","2,627.55","2,024.60","1,840.38"
