Name of Shareholder,,,30.09.2025,,31.03.2025,,31.03.2024,,31.03.2023,
,,,"No. of Shares
held of Rs. 5",% of holding,"No. of Shares held
of Rs. 5",% of holding,"No. of Shares held
of Rs. 5",% of holding,"No. of Shares
held of Rs. 5",% of holding
Naresh Oberoi,Family Trust,ivate Trust,"3,80,00,000
-
5 ,51,828
5,22,10,200
1,75,36,428
1 ,85,348",34.92,"9 5,00,000
-
1 ,37,957
1 ,30,52,550
4 3,84,107
4 6,337",34.92,"95,00,000
-
1,37,957
1,30,52,550
43,84,107
46,337",34.92,"95,00,000",28.44
Mr. Kharati Ram Puri,,,,-,,-,,-,"52,94,808
1,37,95,202
-
-
46,33,717",15.85
Mr. Bharat Oberoi,,,,0.51,,0.51,,0.51,,41.30
"Bharat Oberoi F
Kabir and Kima","amily Trust
ya Family Pr",,,"47.98
16.11",,"47.98
16.11",,"47.98
16.11",,"-
-"
Ms. Renu Oberoi,,,,0.17,,0.17,,0.17,,13.87
"As per the records of the Company, including its register of shareholders/members and other declarations received from shareholders regarding beneficial interest, the above shareholding represent
both legal and beneficial ownership of shares.",,,,,,,,,,
